
7.50290400,47.60821400
4.78311100,45.78565100
-0.50261700,47.48171600
-0.50261700,47.48171600
-0.50261700,47.48171600
1.85935500,48.96404000
1.85935500,48.96404000
1.85935500,48.96404000
1.85935500,48.96404000
1.85935500,48.96404000
1.85935500,48.96404000
1.85935500,48.96404000
1.85935500,48.96404000
4.79007700,45.58502700
4.79007700,45.58502700
4.79007700,45.58502700
4.79007700,45.58502700
2.33635700,48.75416000
2.33635700,48.75416000
2.33635700,48.75416000
2.33635700,48.75416000
2.21382200,48.89196800
2.21382200,48.89196800
2.23839200,48.77325000
2.23839200,48.77325000
2.23839200,48.77325000
2.23839200,48.77325000
2.37351000,48.91973300
2.37351000,48.91973300
2.37351000,48.91973300
2.37351000,48.91973300
-0.50261700,47.48171600
4.83868100,44.11893000
4.83868100,44.11893000
0.18198600,48.03112600
-0.56711100,44.89088900
-0.56711100,44.89088900
-0.56711100,44.89088900
-0.56711100,44.89088900
-0.56711100,44.89088900
-0.56711100,44.89088900
-0.56711100,44.89088900
0.18198600,48.03112600
0.18198600,48.03112600
0.18198600,48.03112600
0.18198600,48.03112600
0.18198600,48.03112600
0.18198600,48.03112600
0.18198600,48.03112600
4.83868100,44.11893000
5.25193300,43.42547400
5.25193300,43.42547400
5.25193300,43.42547400
5.25193300,43.42547400
1.94541400,48.75730900
1.94541400,48.75730900
1.94541400,48.75730900
1.94541400,48.75730900
4.85455800,45.71459000
4.85455800,45.71459000
4.85455800,45.71459000
4.85455800,45.71459000
4.83868100,44.11893000
1.91472400,48.76140200
1.91472400,48.76140200
1.91472400,48.76140200
4.82215900,45.63507900
2.45702800,48.90573600
2.45702800,48.90573600
2.45702800,48.90573600
2.45702800,48.90573600
4.88630000,43.98450100
4.88630000,43.98450100
4.88630000,43.98450100
4.88630000,43.98450100
4.88630000,43.98450100
4.88630000,43.98450100
4.82215900,45.63507900
4.82215900,45.63507900
4.82215900,45.63507900
4.82215900,45.63507900
2.46338400,48.96867200
4.82215900,45.63507900
4.82215900,45.63507900
4.82215900,45.63507900
2.35992000,48.81678400
2.35992000,48.81678400
2.35992000,48.81678400
2.35992000,48.81678400
-1.68291900,48.08224400
-1.68291900,48.08224400
-1.68291900,48.08224400
-1.68291900,48.08224400
-0.62896900,44.88076600
-0.62896900,44.88076600
2.46338400,48.96867200
2.46338400,48.96867200
1.91472400,48.76140200
2.48696500,48.95119600
5.06372600,45.68819600
5.06372600,45.68819600
5.06372600,45.68819600
5.06372600,45.68819600
-0.59341900,47.46851100
-0.59341900,47.46851100
-0.59341900,47.46851100
-0.59341900,47.46851100
2.48696500,48.95119600
2.48696500,48.95119600
2.48696500,48.95119600
2.48696500,48.95119600
2.48696500,48.95119600
2.48696500,48.95119600
2.46338400,48.96867200
2.48696500,48.95119600
7.50290400,47.60821400
7.50290400,47.60821400
7.50290400,47.60821400
7.50290400,47.60821400
7.50290400,47.60821400
7.50290400,47.60821400
3.83571000,43.56750500
7.50290400,47.60821400
2.46338400,48.96867200
2.46338400,48.96867200
2.46338400,48.96867200
2.46338400,48.96867200
-0.56711100,44.89088900
4.78311100,45.78565100
-0.62896900,44.88076600
6.69171800,45.91665700
6.69171800,45.91665700
2.24146100,48.93517100
2.24146100,48.93517100
2.24146100,48.93517100
2.24146100,48.93517100
3.10677900,50.34270300
3.10677900,50.34270300
3.10677900,50.34270300
3.10677900,50.34270300
2.70466000,48.83257000
2.70466000,48.83257000
2.70466000,48.83257000
2.70466000,48.83257000
-0.64491500,44.78838600
4.78311100,45.78565100
-0.64491500,44.78838600
-0.64491500,44.78838600
-0.58726300,44.78378500
-0.58726300,44.78378500
-0.58726300,44.78378500
-0.58726300,44.78378500
1.37510300,43.63754800
1.37510300,43.63754800
6.69171800,45.91665700
6.69171800,45.91665700
1.37510300,43.63754800
6.69171800,45.91665700
5.43628000,43.51220700
5.43628000,43.51220700
5.43628000,43.51220700
5.43628000,43.51220700
2.60135000,48.87747000
2.60135000,48.87747000
2.60135000,48.87747000
2.60135000,48.87747000
2.19833900,48.67884300
2.19833900,48.67884300
2.19833900,48.67884300
2.19833900,48.67884300
5.35631900,43.37938300
5.35631900,43.37938300
5.35631900,43.37938300
5.35631900,43.37938300
2.47552700,48.87816700
2.47552700,48.87816700
2.47552700,48.87816700
2.47552700,48.87816700
2.47552700,48.87816700
2.47552700,48.87816700
6.69171800,45.91665700
